model	sample_id	word	step	letter	board_before	candidates_before	wrong_before	invalid	repeat	dominated_miss	hit	hit_prob	best_hit_prob	hit_prob_regret	optimal_letter	is_optimal
openai/gpt-5-nano	purple	purple	1	a	.....e	528	0	0	0	0	0	0.4091	0.4830	0.0739	l	0
openai/gpt-5-nano	purple	purple	2	o	.....e	312	1	0	0	0	0	0.4006	0.5417	0.1410	i	0
openai/gpt-5-nano	purple	purple	3	i	.....e	187	2	0	0	0	0	0.6684	0.6684	0.0000	i	1
openai/gpt-5-nano	purple	purple	4	t	.....e	62	3	0	0	0	0	0.2419	0.9516	0.7097	u	0
openai/gpt-5-nano	purple	purple	5	n	.....e	47	4	0	0	0	0	0.1489	0.9787	0.8298	u	0
openai/gpt-5-nano	purple	purple	6	s	.....e	40	5	0	0	0	0	0.2250	0.9750	0.7500	u	0
openai/gpt-5-nano	purple	purple	7	r	.....e	31	6	0	0	0	1	0.3871	1.0000	0.6129	u	0
openai/gpt-5-nano	purple	purple	8	l	..r..e	6	6	0	0	0	1	1.0000	1.0000	0.0000	l	1
openai/gpt-5-nano	purple	purple	9	u	..r.le	6	6	0	0	0	1	1.0000	1.0000	0.0000	u	1
openai/gpt-5-nano	purple	purple	10	p	.ur.le	6	6	0	0	0	1	0.1667	0.3333	0.1667	b	0
openai/gpt-5-nano	puzzle	puzzle	0	e	......	7028	0	0	0	0	1	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	puzzle	puzzle	1	a	.....e	528	0	0	0	0	0	0.4091	0.4830	0.0739	l	0
openai/gpt-5-nano	puzzle	puzzle	2	i	.....e	312	1	0	0	0	0	0.5417	0.5417	0.0000	i	1
openai/gpt-5-nano	puzzle	puzzle	3	o	.....e	143	2	0	0	0	0	0.5664	0.6224	0.0559	u	0
openai/gpt-5-nano	puzzle	puzzle	4	u	.....e	62	3	0	0	0	1	0.9516	0.9516	0.0000	u	1
openai/gpt-5-nano	puzzle	puzzle	5	t	.u...e	44	3	0	0	0	0	0.2045	1.0000	0.7955	l	0
openai/gpt-5-nano	puzzle	puzzle	6	r	.u...e	35	4	0	0	0	0	0.2857	1.0000	0.7143	l	0
openai/gpt-5-nano	puzzle	puzzle	7	n	.u...e	25	5	0	0	0	0	0.1600	1.0000	0.8400	l	0
openai/gpt-5-nano	puzzle	puzzle	8	l	.u...e	21	6	0	0	0	1	1.0000	1.0000	0.0000	l	1
openai/gpt-5-nano	puzzle	puzzle	9	b	.u..le	21	6	0	0	0	0	0.3333	0.4762	0.1429	m	0
openai/gpt-5-nano	puzzle	puzzle	10	z	.u..le	14	7	0	0	0	1	0.2143	0.3571	0.1429	d	0
openai/gpt-5-nano	puzzle	puzzle	11	p	.uzzle	3	7	0	0	0	1	0.3333	0.3333	0.0000	g	1
openai/gpt-5-nano	pyjamas	pyjamas	0	e	.......	9571	0	0	0	0	0	0.6890	0.6890	0.0000	e	1
openai/gpt-5-nano	pyjamas	pyjamas	1	a	.......	2977	1	0	0	0	1	0.5371	0.6439	0.1068	i	0
openai/gpt-5-nano	pyjamas	pyjamas	2	n	...a.a.	7	1	0	0	0	0	0.4286	0.8571	0.4286	s	0
openai/gpt-5-nano	pyjamas	pyjamas	3	t	...a.a.	4	2	0	0	1	0	0.0000	1.0000	1.0000	s	0
openai/gpt-5-nano	pyjamas	pyjamas	4	o	...a.a.	4	3	0	0	1	0	0.0000	1.0000	1.0000	s	0
openai/gpt-5-nano	pyjamas	pyjamas	5	l	...a.a.	4	4	0	0	0	0	0.5000	1.0000	0.5000	s	0
openai/gpt-5-nano	pyjamas	pyjamas	6	r	...a.a.	2	5	0	0	1	0	0.0000	1.0000	1.0000	s	0
openai/gpt-5-nano	pyjamas	pyjamas	7	d	...a.a.	2	6	0	0	0	0	0.5000	1.0000	0.5000	s	0
openai/gpt-5-nano	pyjamas	pyjamas	8	y	...a.a.	1	7	0	0	0	1	1.0000	1.0000	0.0000	j	1
openai/gpt-5-nano	pyjamas	pyjamas	9	s	.y.a.a.	1	7	0	0	0	1	1.0000	1.0000	0.0000	j	1
openai/gpt-5-nano	pyjamas	pyjamas	10	p	.y.a.as	1	7	0	0	0	1	1.0000	1.0000	0.0000	j	1
openai/gpt-5-nano	pyjamas	pyjamas	11	j	py.a.as	1	7	0	0	0	1	1.0000	1.0000	0.0000	j	1
openai/gpt-5-nano	pyjamas	pyjamas	12	m	pyja.as	1	7	0	0	0	1	1.0000	1.0000	0.0000	m	1
openai/gpt-5-nano	quartz	quartz	0	e	......	7028	0	0	0	0	0	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	quartz	quartz	1	a	......	2476	1	0	0	0	1	0.4859	0.5230	0.0372	s	0
openai/gpt-5-nano	quartz	quartz	2	n	..a...	209	1	0	0	0	0	0.3445	0.7751	0.4306	s	0
openai/gpt-5-nano	quartz	quartz	3	s	..a...	137	2	0	0	0	0	0.7956	0.7956	0.0000	s	1
openai/gpt-5-nano	quartz	quartz	4	t	..a...	28	3	0	0	0	1	0.4286	0.5714	0.1429	y	0
openai/gpt-5-nano	quartz	quartz	5	r	..a.t.	4	3	0	0	0	1	1.0000	1.0000	0.0000	r	1
openai/gpt-5-nano	quartz	quartz	6	u	..art.	2	3	0	0	0	1	1.0000	1.0000	0.0000	q	1
openai/gpt-5-nano	quartz	quartz	7	q	.uart.	2	3	0	0	0	1	1.0000	1.0000	0.0000	q	1
openai/gpt-5-nano	quartz	quartz	8	z	quart.	2	3	0	0	0	1	0.5000	0.5000	0.0000	o	1
openai/gpt-5-nano	question	question	0	e	........	10078	0	0	0	0	1	0.6958	0.6958	0.0000	e	1
openai/gpt-5-nano	question	question	1	a	..e.....	267	0	0	0	0	0	0.4794	0.6667	0.1873	i	0
openai/gpt-5-nano	question	question	2	o	..e.....	139	1	0	0	0	1	0.3525	0.7194	0.3669	i	0
openai/gpt-5-nano	question	question	3	t	..e...o.	3	1	0	0	0	1	0.6667	1.0000	0.3333	i	0
openai/gpt-5-nano	question	question	4	r	..e.t.o.	1	1	0	0	1	0	0.0000	1.0000	1.0000	i	0
openai/gpt-5-nano	question	question	5	n	..e.t.o.	1	2	0	0	0	1	1.0000	1.0000	0.0000	i	1
openai/gpt-5-nano	question	question	6	u	..e.t.on	1	2	0	0	0	1	1.0000	1.0000	0.0000	i	1
openai/gpt-5-nano	question	question	7	q	.ue.t.on	1	2	0	0	0	1	1.0000	1.0000	0.0000	i	1
openai/gpt-5-nano	question	question	8	s	que.t.on	1	2	0	0	0	1	1.0000	1.0000	0.0000	i	1
openai/gpt-5-nano	question	question	9	i	quest.on	1	2	0	0	0	1	1.0000	1.0000	0.0000	i	1
openai/gpt-5-nano	quibble	quibble	0	e	.......	9571	0	0	0	0	1	0.6890	0.6890	0.0000	e	1
openai/gpt-5-nano	quibble	quibble	1	a	......e	535	0	0	0	0	0	0.5346	0.5346	0.0000	a	1
openai/gpt-5-nano	quibble	quibble	2	o	......e	249	1	0	0	0	0	0.5341	0.5904	0.0562	i	0
openai/gpt-5-nano	quibble	quibble	3	i	......e	116	2	0	0	0	1	0.7586	0.7586	0.0000	i	1
openai/gpt-5-nano	quibble	quibble	4	u	..i...e	32	2	0	0	0	1	0.0938	0.9375	0.8438	l	0
openai/gpt-5-nano	quibble	quibble	5	q	.ui...e	1	2	0	0	0	1	1.0000	1.0000	0.0000	b	1
openai/gpt-5-nano	quibble	quibble	6	b	qui...e	1	2	0	0	0	1	1.0000	1.0000	0.0000	b	1
openai/gpt-5-nano	quibble	quibble	7	l	quibb.e	1	2	0	0	0	1	1.0000	1.0000	0.0000	l	1
openai/gpt-5-nano	rabbit	rabbit	0	e	......	7028	0	0	0	0	0	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	rabbit	rabbit	1	a	......	2476	1	0	0	0	1	0.4859	0.5230	0.0372	s	0
openai/gpt-5-nano	rabbit	rabbit	2	n	.a....	372	1	0	0	0	0	0.4892	0.5000	0.0108	i	0
openai/gpt-5-nano	rabbit	rabbit	3	t	.a....	190	2	0	0	0	1	0.4053	0.4526	0.0474	o	0
openai/gpt-5-nano	rabbit	rabbit	4	l	.a...t	18	2	0	0	0	0	0.1667	0.6667	0.5000	o	0
openai/gpt-5-nano	rabbit	rabbit	5	s	.a...t	15	3	0	0	0	0	0.2667	0.6000	0.3333	o	0
openai/gpt-5-nano	rabbit	rabbit	6	i	.a...t	11	4	0	0	0	1	0.1818	0.7273	0.5455	o	0
openai/gpt-5-nano	rabbit	rabbit	7	r	.a..it	2	4	0	0	0	1	0.5000	1.0000	0.5000	b	0
openai/gpt-5-nano	rabbit	rabbit	8	b	ra..it	1	4	0	0	0	1	1.0000	1.0000	0.0000	b	1
openai/gpt-5-nano	rhythm	rhythm	0	e	......	7028	0	0	0	0	0	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	rhythm	rhythm	1	a	......	2476	1	0	0	0	0	0.4859	0.5230	0.0372	s	0
openai/gpt-5-nano	rhythm	rhythm	2	o	......	1273	2	0	0	0	0	0.5153	0.5640	0.0487	i	0
openai/gpt-5-nano	rhythm	rhythm	3	i	......	617	3	0	0	0	0	0.7423	0.7423	0.0000	i	1
openai/gpt-5-nano	rhythm	rhythm	4	u	......	159	4	0	0	0	0	0.9497	0.9497	0.0000	u	1
openai/gpt-5-nano	rhythm	rhythm	5	t	......	8	5	0	0	0	1	0.3750	1.0000	0.6250	y	0
openai/gpt-5-nano	rhythm	rhythm	6	h	...t..	1	5	0	0	0	1	1.0000	1.0000	0.0000	h	1
openai/gpt-5-nano	rhythm	rhythm	7	r	.h.th.	1	5	0	0	0	1	1.0000	1.0000	0.0000	m	1
openai/gpt-5-nano	rhythm	rhythm	8	y	rh.th.	1	5	0	0	0	1	1.0000	1.0000	0.0000	m	1
openai/gpt-5-nano	rhythm	rhythm	9	m	rhyth.	1	5	0	0	0	1	1.0000	1.0000	0.0000	m	1
openai/gpt-5-nano	river	river	0	e	.....	4431	0	0	0	0	1	0.4715	0.4906	0.0192	s	0
openai/gpt-5-nano	river	river	1	s	...e.	846	0	0	0	0	0	0.4409	0.4409	0.0000	s	1
openai/gpt-5-nano	river	river	2	a	...e.	473	1	0	0	0	0	0.3362	0.5581	0.2220	d	0
openai/gpt-5-nano	river	river	3	t	...e.	314	2	0	0	0	0	0.1847	0.5478	0.3631	d	0
openai/gpt-5-nano	river	river	4	n	...e.	256	3	0	0	0	0	0.1914	0.5781	0.3867	d	0
openai/gpt-5-nano	river	river	5	i	...e.	207	4	0	0	0	1	0.3671	0.6039	0.2367	d	0
openai/gpt-5-nano	river	river	6	d	.i.e.	60	4	0	0	0	0	0.6500	0.6500	0.0000	d	1
openai/gpt-5-nano	river	river	7	r	.i.e.	21	5	0	0	0	1	0.8571	0.8571	0.0000	r	1
openai/gpt-5-nano	river	river	8	v	ri.er	3	5	0	0	0	1	0.3333	0.3333	0.0000	f	1
openai/gpt-5-nano	rocket	rocket	0	e	......	7028	0	0	0	0	1	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	rocket	rocket	1	a	....e.	2005	0	0	0	0	0	0.3845	0.4963	0.1117	d	0
openai/gpt-5-nano	rocket	rocket	2	t	....e.	1234	1	0	0	0	1	0.2415	0.4927	0.2512	d	0
openai/gpt-5-nano	rocket	rocket	3	o	....et	55	1	0	0	0	1	0.3273	0.3636	0.0364	i	0
openai/gpt-5-nano	rocket	rocket	4	r	.o..et	15	1	0	0	0	1	0.4000	0.4667	0.0667	c	0
openai/gpt-5-nano	rocket	rocket	5	k	ro..et	1	1	0	0	0	1	1.0000	1.0000	0.0000	c	1
openai/gpt-5-nano	rocket	rocket	6	c	ro.ket	1	1	0	0	0	1	1.0000	1.0000	0.0000	c	1
openai/gpt-5-nano	school	school	0	e	......	7028	0	0	0	0	0	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	school	school	1	a	......	2476	1	0	0	0	0	0.4859	0.5230	0.0372	s	0
openai/gpt-5-nano	school	school	2	t	......	1273	2	0	0	0	0	0.3543	0.5640	0.2097	i	0
openai/gpt-5-nano	school	school	3	i	......	822	3	0	0	0	0	0.5633	0.5633	0.0000	i	1
openai/gpt-5-nano	school	school	4	o	......	359	4	0	0	0	1	0.7047	0.7047	0.0000	o	1
openai/gpt-5-nano	school	school	5	n	...oo.	2	4	0	0	0	0	0.5000	1.0000	0.5000	h	0
openai/gpt-5-nano	school	school	6	s	...oo.	1	5	0	0	0	1	1.0000	1.0000	0.0000	c	1
openai/gpt-5-nano	school	school	7	c	s..oo.	1	5	0	0	0	1	1.0000	1.0000	0.0000	c	1
openai/gpt-5-nano	school	school	8	h	sc.oo.	1	5	0	0	0	1	1.0000	1.0000	0.0000	h	1
openai/gpt-5-nano	school	school	9	l	schoo.	1	5	0	0	0	1	1.0000	1.0000	0.0000	l	1
openai/gpt-5-nano	silver	silver	0	e	......	7028	0	0	0	0	1	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	silver	silver	1	a	....e.	2005	0	0	0	0	0	0.3845	0.4963	0.1117	d	0
openai/gpt-5-nano	silver	silver	2	o	....e.	1234	1	0	0	0	0	0.4109	0.4927	0.0818	d	0
openai/gpt-5-nano	silver	silver	3	n	....e.	727	2	0	0	0	0	0.2655	0.5901	0.3246	i	0
openai/gpt-5-nano	silver	silver	4	t	....e.	534	3	0	0	0	0	0.2622	0.5618	0.2996	i	0
openai/gpt-5-nano	silver	silver	5	s	....e.	394	4	0	0	0	1	0.4518	0.5482	0.0964	i	0
openai/gpt-5-nano	silver	silver	6	u	s...e.	37	4	0	0	0	0	0.4054	0.5676	0.1622	i	0
openai/gpt-5-nano	silver	silver	7	i	s...e.	22	5	0	0	0	1	0.9545	0.9545	0.0000	i	1
openai/gpt-5-nano	silver	silver	8	l	si..e.	8	5	0	0	0	1	0.2500	0.5000	0.2500	d	0
openai/gpt-5-nano	silver	silver	9	v	sil.e.	1	5	0	0	0	1	1.0000	1.0000	0.0000	r	1
openai/gpt-5-nano	silver	silver	10	r	silve.	1	5	0	0	0	1	1.0000	1.0000	0.0000	r	1
openai/gpt-5-nano	sphinx	sphinx	0	e	......	7028	0	0	0	0	0	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	sphinx	sphinx	1	a	......	2476	1	0	0	0	0	0.4859	0.5230	0.0372	s	0
openai/gpt-5-nano	sphinx	sphinx	2	t	......	1273	2	0	0	0	0	0.3543	0.5640	0.2097	i	0
openai/gpt-5-nano	sphinx	sphinx	3	s	......	822	3	0	0	0	1	0.5207	0.5633	0.0426	i	0
openai/gpt-5-nano	sphinx	sphinx	4	i	s.....	75	3	0	0	0	1	0.4667	0.5200	0.0533	y	0
openai/gpt-5-nano	sphinx	sphinx	5	n	s..i..	14	3	0	0	0	1	0.6429	0.6429	0.0000	n	1
openai/gpt-5-nano	sphinx	sphinx	6	h	s..in.	9	3	0	0	0	1	0.3333	0.7778	0.4444	g	0
openai/gpt-5-nano	sphinx	sphinx	7	p	s.hin.	1	3	0	0	0	1	1.0000	1.0000	0.0000	p	1
openai/gpt-5-nano	sphinx	sphinx	8	x	sphin.	1	3	0	0	0	1	1.0000	1.0000	0.0000	x	1
openai/gpt-5-nano	steam	steam	0	e	.....	4431	0	0	0	0	1	0.4715	0.4906	0.0192	s	0
openai/gpt-5-nano	steam	steam	1	a	..e..	176	0	0	0	0	1	0.3409	0.5739	0.2330	s	0
openai/gpt-5-nano	steam	steam	2	t	..ea.	44	0	0	0	0	1	0.3182	0.3864	0.0682	r	0
openai/gpt-5-nano	steam	steam	3	m	.tea.	4	0	0	0	0	1	0.2500	1.0000	0.7500	s	0
openai/gpt-5-nano	steam	steam	4	s	.team	1	0	0	0	0	1	1.0000	1.0000	0.0000	s	1
openai/gpt-5-nano	strawberry	strawberry	0	e	..........	7205	0	0	0	0	1	0.7602	0.7602	0.0000	e	1
openai/gpt-5-nano	strawberry	strawberry	1	a	......e...	113	0	0	0	0	1	0.5841	0.7434	0.1593	s	0
openai/gpt-5-nano	strawberry	strawberry	2	t	...a..e...	5	0	0	0	0	1	0.6000	0.6000	0.0000	n	1
openai/gpt-5-nano	strawberry	strawberry	3	i	.t.a..e...	1	0	0	0	1	0	0.0000	1.0000	1.0000	b	0
openai/gpt-5-nano	strawberry	strawberry	4	s	.t.a..e...	1	1	0	0	0	1	1.0000	1.0000	0.0000	b	1
openai/gpt-5-nano	strawberry	strawberry	5	r	st.a..e...	1	1	0	0	0	1	1.0000	1.0000	0.0000	b	1
openai/gpt-5-nano	strawberry	strawberry	6	w	stra..err.	1	1	0	0	0	1	1.0000	1.0000	0.0000	b	1
openai/gpt-5-nano	strawberry	strawberry	7	b	straw.err.	1	1	0	0	0	1	1.0000	1.0000	0.0000	b	1
openai/gpt-5-nano	strawberry	strawberry	8	y	strawberr.	1	1	0	0	0	1	1.0000	1.0000	0.0000	y	1
openai/gpt-5-nano	summer	summer	0	e	......	7028	0	0	0	0	1	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	summer	summer	1	a	....e.	2005	0	0	0	0	0	0.3845	0.4963	0.1117	d	0
openai/gpt-5-nano	summer	summer	2	i	....e.	1234	1	0	0	0	0	0.3963	0.4927	0.0964	d	0
openai/gpt-5-nano	summer	summer	3	t	....e.	745	2	0	0	0	0	0.2362	0.6000	0.3638	o	0
openai/gpt-5-nano	summer	summer	4	n	....e.	569	3	0	0	0	0	0.2056	0.6028	0.3972	o	0
openai/gpt-5-nano	summer	summer	5	o	....e.	452	4	0	0	0	0	0.6062	0.6062	0.0000	o	1
openai/gpt-5-nano	summer	summer	6	l	....e.	178	5	0	0	0	0	0.3034	0.9663	0.6629	u	0
openai/gpt-5-nano	summer	summer	7	s	....e.	124	6	0	0	0	1	0.4758	0.9758	0.5000	u	0
openai/gpt-5-nano	summer	summer	8	u	s...e.	14	6	0	0	0	1	1.0000	1.0000	0.0000	u	1
openai/gpt-5-nano	summer	summer	9	p	su..e.	13	6	0	0	0	0	0.1538	0.6923	0.5385	r	0
openai/gpt-5-nano	summer	summer	10	d	su..e.	11	7	0	0	0	0	0.4545	0.7273	0.2727	r	0
openai/gpt-5-nano	summer	summer	11	f	su..e.	6	8	0	0	0	0	0.3333	1.0000	0.6667	r	0
openai/gpt-5-nano	summer	summer	12	m	su..e.	4	9	0	0	0	1	0.2500	1.0000	0.7500	r	0
openai/gpt-5-nano	summer	summer	13	r	summe.	1	9	0	0	0	1	1.0000	1.0000	0.0000	r	1
openai/gpt-5-nano	topaz	topaz	0	e	.....	4431	0	0	0	0	0	0.4715	0.4906	0.0192	s	0
openai/gpt-5-nano	topaz	topaz	1	a	.....	2342	1	0	0	0	1	0.4214	0.5401	0.1187	s	0
openai/gpt-5-nano	topaz	topaz	2	r	...a.	110	1	0	0	0	0	0.3545	0.4455	0.0909	o	0
openai/gpt-5-nano	topaz	topaz	3	o	...a.	71	2	0	0	0	1	0.4648	0.4789	0.0141	l	0
openai/gpt-5-nano	topaz	topaz	4	t	.o.a.	25	2	0	0	0	1	0.2400	0.4400	0.2000	l	0
openai/gpt-5-nano	topaz	topaz	5	d	to.a.	4	2	0	0	0	0	0.2500	0.2500	0.0000	d	1
openai/gpt-5-nano	topaz	topaz	6	p	to.a.	3	3	0	0	0	1	0.3333	0.3333	0.0000	g	1
openai/gpt-5-nano	topaz	topaz	7	z	topa.	1	3	0	0	0	1	1.0000	1.0000	0.0000	z	1
openai/gpt-5-nano	turtle	turtle	0	e	......	7028	0	0	0	0	1	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	turtle	turtle	1	a	.....e	528	0	0	0	0	0	0.4091	0.4830	0.0739	l	0
openai/gpt-5-nano	turtle	turtle	2	o	.....e	312	1	0	0	0	0	0.4006	0.5417	0.1410	i	0
openai/gpt-5-nano	turtle	turtle	3	i	.....e	187	2	0	0	0	0	0.6684	0.6684	0.0000	i	1
openai/gpt-5-nano	turtle	turtle	4	t	.....e	62	3	0	0	0	1	0.2419	0.9516	0.7097	u	0
openai/gpt-5-nano	turtle	turtle	5	r	t..t.e	1	3	0	0	0	1	1.0000	1.0000	0.0000	l	1
openai/gpt-5-nano	turtle	turtle	6	u	t.rt.e	1	3	0	0	0	1	1.0000	1.0000	0.0000	l	1
openai/gpt-5-nano	turtle	turtle	7	l	turt.e	1	3	0	0	0	1	1.0000	1.0000	0.0000	l	1
openai/gpt-5-nano	volcano	volcano	0	e	.......	9571	0	0	0	0	0	0.6890	0.6890	0.0000	e	1
openai/gpt-5-nano	volcano	volcano	1	a	.......	2977	1	0	0	0	1	0.5371	0.6439	0.1068	i	0
openai/gpt-5-nano	volcano	volcano	2	o	....a..	195	1	0	0	0	1	0.4462	0.6410	0.1949	s	0
openai/gpt-5-nano	volcano	volcano	3	n	.o..a.o	3	1	0	0	0	1	1.0000	1.0000	0.0000	n	1
openai/gpt-5-nano	volcano	volcano	4	l	.o..ano	2	1	0	0	0	1	0.5000	0.5000	0.0000	c	1
openai/gpt-5-nano	volcano	volcano	5	c	.ol.ano	1	1	0	0	0	1	1.0000	1.0000	0.0000	c	1
openai/gpt-5-nano	volcano	volcano	6	v	.olcano	1	1	0	0	0	1	1.0000	1.0000	0.0000	v	1
openai/gpt-5-nano	vortex	vortex	0	e	......	7028	0	0	0	0	1	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	vortex	vortex	1	a	....e.	2005	0	0	0	0	0	0.3845	0.4963	0.1117	d	0
openai/gpt-5-nano	vortex	vortex	2	t	....e.	1234	1	0	0	0	1	0.2415	0.4927	0.2512	d	0
openai/gpt-5-nano	vortex	vortex	3	n	...te.	98	1	0	0	0	0	0.1837	0.4796	0.2959	s	0
openai/gpt-5-nano	vortex	vortex	4	s	...te.	80	2	0	0	0	0	0.5375	0.5375	0.0000	s	1
openai/gpt-5-nano	vortex	vortex	5	r	...te.	37	3	0	0	0	1	0.5676	0.6486	0.0811	o	0
openai/gpt-5-nano	vortex	vortex	6	o	..rte.	4	3	0	0	0	1	0.7500	0.7500	0.0000	o	1
openai/gpt-5-nano	vortex	vortex	7	d	.orte.	3	3	0	0	0	0	0.3333	0.6667	0.3333	x	0
openai/gpt-5-nano	vortex	vortex	8	c	.orte.	2	4	0	0	0	0	0.5000	1.0000	0.5000	x	0
openai/gpt-5-nano	vortex	vortex	9	m	.orte.	1	5	0	0	1	0	0.0000	1.0000	1.0000	v	0
openai/gpt-5-nano	vortex	vortex	10	x	.orte.	1	6	0	0	0	1	1.0000	1.0000	0.0000	v	1
openai/gpt-5-nano	vortex	vortex	11	v	.ortex	1	6	0	0	0	1	1.0000	1.0000	0.0000	v	1
openai/gpt-5-nano	whisky	whisky	0	e	......	7028	0	0	0	0	0	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	whisky	whisky	1	a	......	2476	1	0	0	0	0	0.4859	0.5230	0.0372	s	0
openai/gpt-5-nano	whisky	whisky	2	o	......	1273	2	0	0	0	0	0.5153	0.5640	0.0487	i	0
openai/gpt-5-nano	whisky	whisky	3	y	......	617	3	0	0	0	1	0.2820	0.7423	0.4603	i	0
openai/gpt-5-nano	whisky	whisky	4	t	.....y	130	3	0	0	0	0	0.3231	0.5846	0.2615	i	0
openai/gpt-5-nano	whisky	whisky	5	h	.....y	88	4	0	0	0	1	0.1932	0.5568	0.3636	l	0
openai/gpt-5-nano	whisky	whisky	6	i	.h...y	9	4	0	0	0	1	0.6667	0.6667	0.0000	i	1
openai/gpt-5-nano	whisky	whisky	7	w	.hi..y	6	4	0	0	0	1	0.5000	0.6667	0.1667	s	0
openai/gpt-5-nano	whisky	whisky	8	s	whi..y	3	4	0	0	0	1	0.6667	0.6667	0.0000	s	1
openai/gpt-5-nano	whisky	whisky	9	k	whis.y	1	4	0	0	0	1	1.0000	1.0000	0.0000	k	1
openai/gpt-5-nano	winter	winter	0	e	......	7028	0	0	0	0	1	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	winter	winter	1	a	....e.	2005	0	0	0	0	0	0.3845	0.4963	0.1117	d	0
openai/gpt-5-nano	winter	winter	2	o	....e.	1234	1	0	0	0	0	0.4109	0.4927	0.0818	d	0
openai/gpt-5-nano	winter	winter	3	i	....e.	727	2	0	0	0	1	0.5901	0.5901	0.0000	i	1
openai/gpt-5-nano	winter	winter	4	n	.i..e.	274	2	0	0	0	1	0.3321	0.5438	0.2117	d	0
openai/gpt-5-nano	winter	winter	5	r	.in.e.	54	2	0	0	0	1	0.4074	0.5370	0.1296	d	0
openai/gpt-5-nano	winter	winter	6	g	.in.er	18	2	0	0	0	0	0.3333	0.3333	0.0000	d	1
openai/gpt-5-nano	winter	winter	7	d	.in.er	12	3	0	0	0	0	0.5000	0.5000	0.0000	d	1
openai/gpt-5-nano	winter	winter	8	t	.in.er	6	4	0	0	0	1	0.3333	0.6667	0.3333	k	0
openai/gpt-5-nano	winter	winter	9	w	.inter	1	4	0	0	0	1	1.0000	1.0000	0.0000	w	1
openai/gpt-5-nano	yellow	yellow	0	e	......	7028	0	0	0	0	1	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	yellow	yellow	1	t	.e....	399	0	0	0	0	0	0.3609	0.4712	0.1103	r	0
openai/gpt-5-nano	yellow	yellow	2	a	.e....	255	1	0	0	0	0	0.4235	0.4980	0.0745	r	0
openai/gpt-5-nano	yellow	yellow	3	i	.e....	147	2	0	0	0	0	0.4558	0.4966	0.0408	r	0
openai/gpt-5-nano	yellow	yellow	4	o	.e....	80	3	0	0	0	1	0.7000	0.7000	0.0000	o	1
openai/gpt-5-nano	yellow	yellow	5	d	.e..o.	21	3	0	0	0	0	0.1429	0.5238	0.3810	s	0
openai/gpt-5-nano	yellow	yellow	6	r	.e..o.	18	4	0	0	0	0	0.4444	0.5556	0.1111	s	0
openai/gpt-5-nano	yellow	yellow	7	n	.e..o.	10	5	0	0	0	0	0.3000	0.7000	0.4000	l	0
openai/gpt-5-nano	yellow	yellow	8	u	.e..o.	7	6	0	0	1	0	0.0000	0.8571	0.8571	l	0
openai/gpt-5-nano	yellow	yellow	9	s	.e..o.	7	7	0	0	0	0	0.4286	0.8571	0.4286	l	0
openai/gpt-5-nano	yellow	yellow	10	l	.e..o.	4	8	0	0	0	1	1.0000	1.0000	0.0000	l	1
openai/gpt-5-nano	yellow	yellow	11	y	.ello.	4	8	0	0	0	1	0.2500	1.0000	0.7500	w	0
openai/gpt-5-nano	yellow	yellow	12	w	yello.	1	8	0	0	0	1	1.0000	1.0000	0.0000	w	1
openai/gpt-5-nano	zebra	zebra	0	e	.....	4431	0	0	0	0	1	0.4715	0.4906	0.0192	s	0
openai/gpt-5-nano	zebra	zebra	1	a	.e...	342	0	0	0	0	1	0.3801	0.5117	0.1316	s	0
openai/gpt-5-nano	zebra	zebra	2	t	.e..a	9	0	0	0	0	0	0.2222	0.3333	0.1111	m	0
openai/gpt-5-nano	zebra	zebra	3	r	.e..a	7	1	0	0	0	1	0.1429	0.4286	0.2857	m	0
openai/gpt-5-nano	zebra	zebra	4	z	.e.ra	1	1	0	0	0	1	1.0000	1.0000	0.0000	b	1
openai/gpt-5-nano	zebra	zebra	5	b	ze.ra	1	1	0	0	0	1	1.0000	1.0000	0.0000	b	1
openai/gpt-5-nano	zephyr	zephyr	0	e	......	7028	0	0	0	0	1	0.6477	0.6477	0.0000	e	1
openai/gpt-5-nano	zephyr	zephyr	1	a	.e....	399	0	0	0	0	0	0.4010	0.4712	0.0702	r	0
openai/gpt-5-nano	zephyr	zephyr	2	i	.e....	239	1	0	0	0	0	0.4184	0.4770	0.0586	r	0
openai/gpt-5-nano	zephyr	zephyr	3	o	.e....	139	2	0	0	0	0	0.6691	0.6691	0.0000	o	1
openai/gpt-5-nano	zephyr	zephyr	4	r	.e....	46	3	0	0	0	1	0.5435	0.6087	0.0652	u	0
